# Livox official MID-360 scan trajectory, uniformly sampled to 2400 rays.
# Source: https://github.com/Livox-SDK/livox_laser_simulation/blob/master/scan_mode/mid360.csv
# Columns retain the official format: Time/s,Azimuth/deg,Zenith/deg.
# The native plugin reads the directions; point timestamps come from the actual
# Gazebo raycast-request time of each acquisition batch.
Time/s,Azimuth/deg,Zenith/deg
386495,108.18,77.748
386829,354.01,79.123
387162,247.14,81.9805
387496,134.53,82.0603
387829,21.331,86.2207
388163,272.84,89.09202
388496,159.33,88.2309
388830,48.086,91.9915
389163,297.12,93.6818
389497,185.58,93.8933
389830,70.986,94.9944
390164,320.6,96.0137
390497,207.4,92.1123
390831,93.336,91.9865
391164,343.75,91.828
391497,229.99,87.7498
391831,116.7,88.0983
392164,8.6491,85.3987
392498,254.03,84.0659
392831,142.54,82.8461
393165,29.849,83.0771
393498,281.21,78.459
393832,168.74,78.072
394165,60.671,77.49
394499,312.33,73.682
394832,199.72,73.397
395166,91.825,70.482
395499,343.07,67.883
395833,231.57,63.825
396166,123.7,64.532
396500,15.881,60.576
396833,261.4,57.302
397166,156.68,57.597
397500,47.231,52.541
397833,294.49,50.45
398167,190.66,50.759
398500,82.213,44.474
398834,336.37,45.686
399167,232.09,45.354
399501,128.78,45.939
399834,20.845,42.874
400168,277.59,46.179
400501,174.76,43.703
400835,68.087,42.876
401168,322.8,48.29
401502,215.99,47.197
401835,108.8,48.795
402169,357.11,51.463
402502,253.49,53.854
402836,143.68,54.787
403169,31.097,59.94
403502,286.73,60.671
403836,174.72,62.516
404169,64.14,67.106
404503,318.35,68.17
404836,205.51,69.346
405170,97.823,71.827
405503,349.71,73.431
405837,240.89,73.794
406170,128.56,77.381
406504,21.666,79.114
406837,268.27,78.595
407171,156.09,81.8323
407504,48.765,83.81
407838,294.04,85.5977
408171,182.36,87.9783
408505,69.56,92.1233
408838,318.37,90.73754
409171,206.41,92.9787
409505,93.84,96.6425
409838,340.84,93.7018
410172,227.89,96.5029
410505,116.7,96.2153
410839,4.441,92.6144
411172,251.14,94.6508
411506,139.51,90.57702
411839,28.206,87.8911
412173,274.38,84.5989
412506,165.24,84.6211
412840,54.777,80.4715
413173,299.8,79.886
413507,191.26,79.504
413840,81.327,75.021
414174,330.12,75.256
414507,221.27,74.115
414840,109.36,70.252
415174,0.58341,70.165
415507,252.67,68.696
415841,145.39,66.533
416174,32.542,64.707
416508,287.03,63.905
416841,177.2,59.095
417175,65.418,56.561
417508,321.58,56.253
417842,209.3,51.935
418175,100.71,49.271
418509,350.85,48.268
418842,247.67,44.709
419176,139,42.194
419509,34.921,45.541
419843,292.76,43.559
420176,184.84,42.756
420510,81.859,44.188
420843,338.3,44.685
421176,228.99,48.141
421510,125.01,48.765
421843,19.816,49.837
422177,273.31,49.284
422510,163.31,55.235
422844,58.777,55.421
423177,305.71,56.852
423511,195.44,61.464
423844,90.4,61.457
424178,336.94,65.047
424511,227.32,67.793
424845,117.64,71.596
425178,7.5889,70.919
425512,257.12,74.648
425845,150.11,76.815
426179,39.701,76.595
426512,288.68,80.8099
426845,180.35,81.9232
427179,67.805,82.0674
427512,318.32,86.9387
427846,205.47,86.5571
428179,93.597,87.5405
428513,338.63,88.3073
428846,229.79,91.0951
429180,116.41,90.0035474
429513,1.8165,93.4184
429847,251.58,95.0119
430180,137.96,92.2826
430514,25.4,94.2383
430847,274.06,93.8053
431181,163.02,91.7719
431514,48.67,91.1135
431848,299.27,90.16697
432181,187.98,85.3081
432515,74.685,83.976
432848,326.82,83.0259
433181,214.38,78.733
433515,101.9,78.375
433848,355.59,76.109
434182,241.62,74.429
434515,130.95,73.148
434849,19.105,73.273
435182,271.24,69.106
435516,159.2,68.295
435849,52.198,68.216
436183,304.46,64.427
436516,192.34,63.359
436850,85.345,60.509
437183,337.46,57.474
437517,226.77,52.4
437850,120.59,53.293
438184,14.4,48.787
438517,261.85,44.324
438850,159.65,46.133
439184,53.468,40.681
439517,304.08,39.788
439851,201.82,42.875
440184,98.398,37.954
440518,351.85,42.647
440851,247.17,45.214
441185,142.4,48.413
441518,34.338,48.242
441852,287.57,53.134
442185,183.52,53.113
442519,74.285,53.964
442852,325.9,59.244
443186,216.8,59.188
443519,107.47,60.774
443853,354.18,62.615
444186,248.97,65.141
444519,138.56,66.857
444853,24.935,69.43
445186,279.44,70.529
445520,167.05,71.577
445853,55.99,75.898
446187,309.28,77.471
446520,196.11,78.126
446854,87.427,81.2449
447187,338.3,83.2358
447521,228.11,83.9518
447854,115.16,87.4025
448188,6.4998,89.43595
448521,252.17,88.072
448855,138.98,90.80871
449188,29.714,92.105
449522,274.23,92.6657
449855,161.43,93.7268
450189,47.103,96.4762
450522,296.03,92.8518
450855,183.55,93.1427
451189,70.378,94.566
451522,318.81,89.907389
451856,205.96,90.71932
452189,96.442,88.8084
452523,345.91,84.5171
452856,233.43,85.2038
453190,123.66,81.1268
453523,13.68,78.33
453857,260.74,74.9
454190,153.02,75.086
454524,43.416,71.196
454857,288.79,70.123
455191,181.33,70.085
455524,71.873,65.629
455858,321.42,65.783
456191,213.31,64.615
456524,101.58,59.888
456858,353.96,59.863
457191,247.09,58.225
457525,141.09,56.138
457858,29.427,53.23
458192,285.69,52.958
458525,177.89,47.474
458859,68.563,44.611
459192,326.96,46.003
459526,218.19,42.029
459859,112.66,41.038
460193,4.5562,42.742
460526,263.84,41.589
460860,156.34,42.244
461193,48.608,48.222
461527,305.9,48.858
461860,196.03,50.393
462194,90.214,53.41
462527,344.14,55.339
462860,231.92,58.755
463194,125.76,60.286
463527,18.487,61.708
463861,269.86,61.596
464194,158.91,66.271
464528,52.813,66.742
464861,299.02,67.215
465195,188.31,71.014
465528,82.136,71.386
465862,328.48,74.253
466195,218.34,76.867
466529,108.03,80.9227
466862,357.2,80.2113
467196,246.1,84.0646
467529,137.63,87.0696
467863,26.12,86.638
468196,274.09,90.95703
468529,163.81,92.0218
468863,50.393,91.1477
469196,299.05,95.7206
469530,185.31,93.7263
469863,72.614,93.1529
470197,317.22,92.253
470530,207.3,93.0849
470864,94.363,90.092766
471197,339.12,91.6255
471531,229.31,91.0398
471864,116.94,86.9174
472198,5.2007,87.1007
472531,255.28,85.4874
472865,146.17,82.932
473198,32.596,81.4638
473532,284.91,80.4387
473865,174.99,76.02
474198,62.273,75.828
474532,315.82,73.924
474865,203.98,69.726
475199,91.955,69.023
475532,346.7,67.417
475866,233,65.14
476199,122.86,63.484
476533,11.761,63.211
476866,264.56,58.762
477200,153.31,57.061
477533,47.879,57.398
477867,301.42,53.17
478200,191,51.498
478534,86.038,48.938
478867,340.56,46.027
479201,233.2,40.6
479534,129,43.898
479868,26.53,40.503
480201,278.19,37.972
480534,174.77,43.201
480868,72.073,40.553
481201,321.49,43.09
481535,215.22,48.357
481868,111.73,46.786
482202,0.56441,52.257
482535,252.8,55.667
482869,145.35,59.394
483202,35.042,59.756
483536,286.31,64.106
483869,180.43,64.819
484203,69.71,65.228
484536,320.47,69.721
484870,210.22,69.496
485203,100.15,70.613
485537,346.47,71.667
485870,240.35,74.609
486203,129.44,76.069
486537,15.495,78.218
486870,268.83,80.0443
487204,155.95,80.7682
487537,44.045,85.393
487871,295.82,87.4969
488204,181.95,87.5614
488538,71.488,90.91297
488871,320.75,92.4881
489205,208.98,92.1871
489538,94.941,94.674
489872,344.74,95.1344
490205,230.51,91.7547
490539,116.62,92.8301
490872,7.1331,91.8997
491206,251.92,90.65202
491539,139.43,89.84357
491872,30.835,86.2999
492206,276.15,85.8605
492539,164.7,84.8703
492873,52.754,85.0793
493206,302.77,80.3827
493540,190.9,80.4535
493873,83.223,78.931
494207,333.74,74.989
494540,222.03,75.363
494874,113.25,71.879
495207,3.9446,69.231
495541,251.32,65.51
495874,144.58,65.996
496208,35.441,61.83
496541,281.05,59.737
496875,174.75,59.765
497208,65.892,54.497
497542,316.84,54.411
497875,210.27,53.125
498208,99.905,47.019
498542,354.72,47.891
498875,250.19,46.931
499209,146.61,45.948
499542,37.998,43.796
499876,295.7,45.841
500209,191.9,41.799
500543,84.791,41.633
500876,341.62,45.944
501210,234.08,45.045
501543,127.03,46.874
501877,15.608,50.501
502210,272.84,51.561
502544,162.4,53.39
502877,51.4,58.867
503211,306.55,60.389
503544,194.72,61.569
503877,85.675,65.943
504211,339.67,66.357
504544,226.62,68.579
504878,119.34,70.292
505211,11.167,71.601
505545,261.56,71.512
505878,150.38,75.656
506212,43.244,76.569
506545,289.06,76.558
506879,177.88,80.3138
507212,70.354,81.2811
507546,316.17,83.9398
507879,205.04,86.6479
508213,93.367,91.0611
508546,341.36,89.6593
508880,228.92,93.2628
509213,118.28,95.7906
509547,5.9002,93.7414
509880,252.37,96.9871
510213,141.04,95.9246
510547,27.89,93.0423
510880,275.42,95.5833
511214,162.77,91.5578
511547,50.891,89.20816
511881,296.26,86.794
512214,187.59,86.0287
512548,76,82.2163
512881,321.35,82.4551
513215,213.3,81.3733
513548,102.02,77.154
513882,351.68,77.152
514215,243.01,75.739
514549,135.22,73.84
514882,22.028,71.964
515216,275.39,71.467
515549,166.14,67.329
515882,53.78,66.552
516216,308.21,65.029
516549,196.8,60.206
516883,85.322,58.654
517216,341.33,57.328
517550,228.48,53.891
517883,119.71,51.636
518217,10.535,51.336
518550,265.36,46.536
518884,156.7,44.983
519217,53.365,47.291
519551,309.97,43.843
519884,202.04,44.039
520218,99.185,43.67
520551,355.74,43.227
520885,251.79,40.668
521218,143.64,46.817
521551,38.637,47.467
521885,291.32,46.936
522218,183.3,52.83
522552,78.375,52.526
522885,324.66,55.192
523219,215.81,59.872
523552,110.02,59.327
523886,357.44,63.544
524219,248.39,66.382
524553,139.86,69.84
524886,28.632,69.613
525220,279.3,73.486
525553,172.36,74.684
525887,61.055,74.69
526220,311.37,79.142
526554,200.28,79.014
526887,89.509,80.1331
527221,335.32,80.87
527554,227.8,84.5428
527887,115.97,85.8685
528221,1.2611,87.6448
528554,252.73,89.57466
528888,139.06,89.40059
529221,25.548,93.6623
529555,275.54,94.7047
529888,161.25,93.1415
530222,49.251,94.8654
530555,297.88,94.4041
530889,186.4,91.8603
531222,72.112,92.4826
531556,322.76,90.85105
531889,210.16,86.2108
532223,96.791,85.7769
532556,349.09,83.8596
532890,234.83,81.7605
533223,123.45,80.2985
533556,16.696,77.04
533890,262.74,76.108
534223,152.27,75.019
534557,41.404,75.247
534890,292.13,70.886
535224,180.89,70.716
535557,74.301,69.874
535891,325.33,65.894
536224,214.17,65.765
536558,106.12,62.28
536891,357.51,59.175
537225,245.4,54.349
537558,140.25,55.092
537892,32.324,50.049
538225,279.49,46.851
538559,175.62,47.804
538892,69.427,41.836
539226,323.07,43.357
539559,218.97,43.768
539892,113.37,38.375
540226,8.5957,42.529
540559,264.76,44.329
540893,161.26,46.056
541226,52.611,46.835
541560,307.57,51.023
541893,203.55,49.917
542227,93.654,51.676
542560,347.1,56.521
542894,237.08,56.878
543227,127.57,58.869
543561,14.19,61.669
543894,269.55,63.216
544228,157.86,64.241
544561,46.04,68.666
544895,300.09,70.379
545228,187.7,70.736
545561,78.028,74.949
545895,331.11,75.741
546228,217.8,77.308
546562,109.55,79.631
546895,0.47529,81.2646
547229,249.72,81.4186
547562,137.9,85.629
547896,29.175,86.8701
548229,274.27,86.1671
548563,161.98,89.74475
548896,52.642,90.21951
549230,297.51,91.9995
549563,185.05,93.6897
549897,71.581,96.9909
550230,319.46,93.4634
550564,205.9,95.3991
550897,94.652,95.5242
551230,341.87,91.5192
551564,229.59,92.7017
551897,119.9,89.83973
552231,8.2476,85.9288
552564,256.6,86.8867
552898,145.76,82.5647
553231,35.204,79.845
553565,281.42,77.023
553898,174.43,76.423
554232,63.664,72.684
554565,309.56,72.466
554899,202.77,71.883
555232,91.887,67.593
555566,342.46,67.754
555899,234.54,66.461
556233,127.64,64.93
556566,14.781,62.074
556900,269.2,61.777
557233,160.82,57.216
557566,49.462,55.51
557900,305.43,54.266
558233,195.61,48.355
558567,86.235,46.431
558900,344.62,46.219
559234,234.83,42.807
559567,129.05,41.842
559901,21.727,43.996
560234,280.12,40.969
560568,172.7,42.418
560901,67.065,47.601
561235,324.56,46.894
561568,214.57,49.578
561902,109.81,51.416
562235,4.1351,52.932
562569,257.89,52.695
562902,146.46,58.179
563235,39.121,59.482
563569,289.5,59.462
563902,180.06,64.309
564236,73.345,64.315
564569,318.88,65.755
564903,209.37,69.709
565236,102.41,69.371
565570,349.55,72.831
565903,239.96,75.499
566237,130.73,79.262
566570,18.906,78.767
566904,268.93,82.8773
567237,160.63,84.8678
567571,48.462,84.627
567904,297.74,89.43865
568238,185.3,89.00465
568571,73.349,89.64144
568904,323.22,94.2381
569238,208.82,92.701
569571,95.997,92.7498
569905,340.49,93.1304
570238,230.76,93.2481
570572,117.09,91.2418
570905,2.4885,93.6541
571239,252.74,92.4152
571572,139.28,89.22471
571906,28.017,88.9633
572239,277.99,87.0729
572573,168.43,83.7668
572906,54.867,83.2691
573240,307.36,81.4348
573573,196.09,76.945
573907,83.434,76.023
574240,337.29,74.668
574574,223.56,72.331
574907,112.85,70.807
575240,7.1775,68.238
575574,253.56,66.83
575907,143.65,65.527
576241,33.584,65.631
576574,284.78,60.876
576908,174.32,60.069
577241,69.04,59.619
577575,321.06,54.966
577908,211.37,54.371
578242,105.02,50.739
578575,358.49,47.374
578909,249.12,41.718
579242,146.32,44.543
579576,42.241,39.863
579909,293.15,38.343
580243,189.57,42.568
580576,87.863,38.863
580909,337.86,42.563
581243,233.52,46.936
581576,129.01,44.979
581910,19.566,50.553
582243,272.73,53.754
582577,166.58,56.684
582910,55.345,58.073
583244,307.99,62.178
583577,201.88,62.132
583911,90.291,63.31
584244,342.55,67.604
584578,231.26,67.599
584911,120.93,68.979
585245,7.1199,70.821
585578,261.48,72.785
585912,149.39,73.241
586245,37.183,77.397
586579,290.27,79.727
586912,177.41,79.712
587245,66.861,84.4122
587579,318.58,85.7221
587912,204.68,86.8504
588246,94.737,89.56709
588579,344.14,90.97698
588913,231.92,90.31475
589246,118.8,93.9283
589580,8.53,93.8202
589913,253.45,91.333
590247,140.05,93.4624
590580,30.344,91.7866
590914,274.98,91.7476
591247,162.48,91.4668
591581,48.856,92.5921
591914,298.53,87.686
592248,185.39,87.9135
592581,75.912,86.7713
592914,324.59,82.3828
593248,213.47,82.6529
593581,105.75,80.1145
593915,355.13,76.325
594248,244.49,77.036
594582,134.65,73.202
594915,24.804,70.61
595249,271.32,67.468
595582,165.44,67.383
595916,55.025,63.317
596249,301.25,62.332
596583,195.56,61.978
596916,85.017,56.77
597250,336.9,56.857
597583,230.29,55.401
597917,124.96,54.15
598250,13.695,50.22
598583,268.72,48.633
598917,164.26,46.143
599250,55.552,45.034
599584,313.63,45.556
599917,208.22,40.376
600251,101.09,40.993
600584,359.67,43.643
600918,251.51,43.231
601251,144.78,45.27
601585,34.161,49.676
601918,291.71,49.406
602252,181.06,52.238
602585,71.866,57.581
602919,327.27,58.282
603252,214.95,60.614
603586,108.22,62.832
603919,0.82756,64.396
604253,252.79,64.452
604586,140.79,68.627
604919,32.423,69.732
605253,281.85,69.489
605586,172.03,73.869
605920,64.325,74.117
606253,309.65,74.874
606587,199.61,78.869
606920,91.506,78.977
607254,338.14,82.3503
607587,227.61,85.2361
607921,117.03,89.55811
608254,4.2255,88.4648
608588,252.85,92.6519
608921,142.46,94.3331
609255,29.412,92.7331
609588,276.93,96.8117
609922,163.8,94.4371
610255,51.347,93.2261
610588,299.79,95.9146
610922,186.12,92.3086
611255,73.742,90.45935
611589,318.58,89.10567
611922,210.06,87.4227
612256,97.473,84.2568
612589,343.42,85.0871
612923,235.56,83.1739
613256,123.11,79.559
613590,13.464,79.041
613923,264.83,77.282
614257,156.69,74.584
614590,43.622,73.667
614924,297.28,72.472
615257,186.62,68.149
615591,74.28,66.74
615924,329.13,65.933
616258,215.7,62.854
616591,105.53,60.777
616924,0.917,58.394
617258,247.99,55.951
617591,139.26,54.093
617925,30.878,54.215
618258,283.66,48.686
618592,175.45,47.995
618925,72.29,48.976
619259,327.27,44.462
619592,219.85,45.545
619926,116.38,43.465
620259,12.672,42.151
620593,267.62,38.939
620926,161.75,44.998
621260,59.442,43.441
621593,308.64,45.108
621927,200.41,50.678
622260,97.204,49.867
622593,343.44,53.811
622927,236.13,58.191
623260,129.28,57.461
623594,17.914,62.029
623927,269.49,64.841
624261,161.95,67.735
624594,49.717,68.286
624928,301.56,72.026
625261,194.27,72.36
625595,82.187,72.867
625928,333.88,77.202
626262,221.9,77.044
626595,110.99,78.317
626929,356.79,79.808
627262,249.83,82.541
627596,137.08,82.6749
627929,23.99,86.9405
628262,275.42,87.9691
628596,161.73,88.8246
628929,49.448,93.5244
629263,299.41,93.9709
629596,184.82,93.7823
629930,73.211,95.0759
630263,321.75,94.6026
630597,209.61,91.7636
630930,95.76,93.521
631264,346.16,91.2429
631597,232.32,87.2385
631931,119.16,87.6101
632264,11.229,84.7239
632598,256.65,83.498
632931,145.27,82.2985
633265,32.816,82.5233
633598,284.04,77.918
633932,171.72,77.607
634265,63.864,76.928
634598,313.22,72.719
634932,202.95,72.919
635265,96.335,71.17
635599,346.18,67.284
635932,236.19,67.782
636266,126.93,63.888
636599,17.656,60.855
636933,264.51,56.617
637266,160.08,56.845
637600,50.499,51.701
637933,298.1,49.801
638267,194.57,50.123
638600,86.075,43.779
638934,340.61,45.201
639267,236.51,44.98
639601,133.3,45.533
639934,25.448,42.873
640267,282.12,43.718
640601,179.35,43.736
640934,70.593,45.606
641268,327.14,48.665
641601,222.74,46.712
641935,112.54,49.524
642268,7.8386,53.487
642602,256.97,54.556
642935,147.45,57.005
643269,34.42,60.718
643602,289.91,61.314
643936,177.79,63.233
644269,67.433,67.754
644603,321.54,68.712
644936,208.61,69.998
645270,100.95,72.38
645603,352.77,73.949
645936,239.71,76.459
646270,131.55,77.947
646603,22.376,79.267
646937,270.89,79.107
647270,160.39,83.7248
647604,51.301,84.2634
647937,296.07,84.4551
648271,184.86,88.5607
648604,75.144,88.3153
648938,320.69,91.16
649271,208.7,93.3391
649605,96.146,96.8465
649938,343.03,93.8183
650272,230.14,96.5484
650605,119.01,95.8833
650939,6.7279,92.2435
651272,253.59,94.2095
651606,141.97,90.036309
651939,30.701,87.3303
652272,279.92,88.2307
652606,167.94,83.9917
652939,56.835,81.4787
653273,302.48,79.42
653606,195.84,77.832
653940,84.058,74.518
654273,330.81,74.906
654607,224.36,73.583
654940,112.27,69.794
655274,3.7122,69.647
655607,255.87,68.129
655941,148.57,65.841
656274,35.826,64.116
656608,290.44,63.205
656941,180.41,58.282
657275,68.763,55.834
657608,325.12,55.413
657941,213.44,49.614
658275,104.51,48.579
658608,2.1529,46.715
658942,251.83,44.12
659275,145.91,43.205
659609,39.519,45.479
659942,296.29,41.006
660276,189.43,43.128
660609,85.507,46.963
660943,342.69,45.055
661276,233.17,48.818
661610,129.06,49.369
661943,23.659,50.478
662277,276.75,50.029
662610,166.91,55.899
662944,62.119,56.037
663277,308.77,57.591
663611,198.67,62.14
663944,93.391,62.037
664277,338.73,64.567
664611,230.46,68.383
664944,122.43,67.662
665278,10.622,71.494
665611,261.57,74.106
665945,153.25,77.327
666278,40.583,77.372
666612,291.76,81.4316
666945,183.2,82.428
667279,70.493,82.628
667612,321.11,87.5183
667946,208.03,87.081
668279,96.042,88.0483
668613,341.02,88.8963
668946,232.08,91.434
669280,118.6,90.33259
669613,4.0601,93.7923
669946,254.2,93.1753
670280,140.1,92.3667
670613,26.336,95.3384
670947,276.38,93.4624
671280,162.14,91.5013
671614,51.133,90.63572
671947,300.87,88.5027
672281,190.57,84.6313
672614,77.341,84.9763
672948,329.66,82.3081
673281,217.07,78.114
673615,104.73,77.834
673948,358.49,75.454
674282,244.53,73.887
674615,133.94,72.642
674949,22.334,72.796
675282,274.26,68.574
675615,164.69,67.509
675949,55.594,67.663
676282,305.29,62.985
676616,195.81,62.818
676949,90.286,61.428
677283,340.86,56.72
677616,232.18,56.924
677950,124.29,52.542
678283,16.74,48.968
678617,265.72,43.632
678950,163.84,45.512
679284,57.742,40.076
679617,308.64,39.699
679951,206.43,42.883
680284,102.97,38.139
680618,356.32,43.034
680951,251.53,45.687
681285,146.73,48.795
681618,38.302,48.945
681951,292.4,51.738
682285,187.34,53.658
682618,75.545,56.274
682952,329.55,59.826
683285,222.81,59.279
683619,110.65,61.416
683952,4.3595,65.171
684286,252.08,65.697
684619,141.61,67.433
684953,28.029,70.081
685286,282.42,71.061
685620,169.95,72.205
685953,59.097,76.549
686287,312.28,78.037
686620,199.01,78.819
686954,90.304,81.8664
687287,341.07,83.8152
687620,227.51,86.0277
687954,117.78,87.9865
688287,7.2112,89.22527
688621,254.44,88.4184
688954,142.48,92.7948
689288,31.908,92.2069
689621,276.27,90.90016
689955,163.62,93.8375
690288,53.391,91.563
690622,298.23,92.6875
690955,185.83,92.8828
691289,72.839,94.1209
691622,321.21,89.47727
691956,208.54,90.24523
692289,99.218,88.1262
692623,348.61,83.8876
692956,236.36,84.594
693290,126.54,80.5045
693623,16.538,77.735
693956,267,78.419
694290,156.01,74.504
694623,45.685,72.065
694957,291.69,69.664
695290,186.27,68.746
695624,74.763,65.073
695957,322.02,64.978
696291,216.6,64.022
696624,104.69,59.287
696958,357.36,59.224
697291,250.61,57.532
697625,144.64,55.299
697958,33.192,52.558
698292,289.64,52.23
698625,181.78,46.617
698959,72.737,44.028
699292,331.32,45.399
699625,223.89,39.659
699959,117.26,41.008
700292,16.814,41.601
700626,268.32,41.893
700959,162.12,44.048
701293,52.78,48.906
701626,310.07,47.467
701960,199.75,51.262
702293,92.399,56.002
702627,347.72,56.002
702960,235.4,59.528
703294,129.16,60.929
703627,21.767,62.303
703961,272.85,62.172
704294,162.13,66.82
704628,55.847,67.208
704961,301.87,67.771
705294,193.5,72.032
705628,84.959,71.863
705961,330.17,73.542
706295,221.3,77.472
706628,112.33,76.986
706962,360,80.8368
707295,250.07,83.7437
707629,140.42,87.6497
707962,26.981,87.1658
708296,276.73,91.5752
708629,166.23,92.3732
708963,52.684,91.4825
709296,301.39,95.9725
709630,187.52,93.8306
709963,74.786,93.1754
710297,319.36,92.3287
710630,209.52,92.826
710964,96.541,89.85126
711297,341.41,91.3926
711630,232.68,88.7917
711964,119.32,86.5222
712297,6.028,87.6406
712631,258.03,84.8774
712964,144.67,82.1369
713298,35.477,80.8906
713631,286.72,78.761
713965,177.89,75.366
714298,65.33,75.276
714632,318.92,73.282
714965,206.88,69.118
715299,94.981,68.491
715632,349.77,66.744
715966,236.09,64.539
716299,126.04,62.893
716633,15.234,62.669
716966,267.84,58.079
717299,159.29,56.548
717633,51.668,56.777
717966,302.56,51.048
718300,195.06,50.994
718633,91.539,50.514
718967,344.75,45.41
719300,238.23,47.115
719634,133.53,43.597
719967,29.218,41.567
720301,282.76,38.168
720634,179.29,43.422
720968,76.391,40.954
721301,325.46,43.886
721635,219.17,49.063
721968,115.28,47.589
722302,4.1497,53.032
722635,256.35,56.392
722968,148.3,55.877
723302,38.362,60.457
723635,290.55,63.132
723969,183.78,65.314
724302,70.842,66.882
724636,323.8,70.227
724969,215.73,69.924
725303,103.13,71.145
725636,356.11,75.023
725970,243.27,75.132
726303,132.3,76.641
726637,18.388,78.911
726970,271.58,80.6122
727304,158.61,81.4325
727637,46.829,86.1247
727971,298.45,88.0788
728304,184.47,88.2337
728638,73.937,91.4261
728971,323.1,92.8478
729304,208.63,94.1007
729638,97.188,94.8471
729971,345.58,94.409
730305,232.66,91.5555
730638,119.54,94.1887
730972,9.4324,91.4087
731305,254.57,88.4095
731639,141.84,89.41038
731972,33.293,85.6921
732306,278.7,85.3224
732639,167.38,84.3224
732973,55.694,84.4713
733306,305.55,79.839
733640,193.9,79.947
733973,86.368,78.318
734307,336.73,74.408
734640,225.26,74.847
734973,118.19,72.17
735307,6.9956,68.65
735640,258.24,69.403
735974,147.75,65.371
736307,37.908,62.538
736641,284.16,59.132
736974,180.04,58.566
737308,69.07,53.73
737641,317.63,52.966
737975,214.04,52.454
738308,103.66,46.351
738642,358.82,47.327
738975,254.46,46.421
739309,150.99,45.353
739642,42.553,43.62
739976,300.32,45.676
740309,196.54,41.665
740643,89.266,41.946
740976,346.09,46.173
741309,240.89,43.723
741643,130.92,47.584
741976,27.916,50.274
742310,276.41,52.288
742643,167.11,55.187
742977,54.872,59.64
743310,310.05,59.445
743644,197.91,62.32
743977,89.061,66.573
744311,342.89,66.905
744644,229.82,69.229
744978,122.5,70.834
745311,14.235,72.11
745645,264.38,71.988
745978,153.4,76.196
746312,46.079,77.027
746645,291.73,77.105
746978,182.6,81.7412
747312,72.919,81.7645
747645,317.71,82.9849
747979,207.64,87.2682
748312,97.285,86.5115
748646,343.75,90.16722
748979,232.31,92.6643
749313,120.62,96.0368
749646,6.6813,93.8774
749980,254.64,97.0922
750313,143.3,95.6601
750647,30.117,92.7785
750980,277.82,95.1662
751314,165.15,91.0791
751647,53.3,88.7101
751981,298.64,86.3952
752314,190.2,85.4206
752647,78.63,83.2285
752981,324.02,81.9937
753314,217.31,79.348
753648,104.74,76.677
753981,352.54,77.34
754315,246.06,75.188
754648,133.09,72.161
754982,25.146,71.444
755315,277.22,69.64
755649,169.21,66.655
755982,57.026,65.973
756316,311.5,64.322
756649,199.87,59.44
756983,88.6,57.97
757316,344.69,56.482
757650,231.95,53.128
757983,123.4,50.941
758317,14.603,50.836
758650,269.36,45.889
758983,163.39,44.998
759317,57.87,47.032
759650,312.63,41.688
759984,206.67,44.214
760317,103.84,46.297
760651,0.25141,43.456
760984,251.8,48.05
761318,147.85,47.332
761651,42.611,48.077
761985,294.87,47.739
762318,186.99,53.492
762652,81.726,53.21
762985,327.81,56.003
763319,219.13,60.571
763652,113.02,59.983
763986,0.59125,64.183
764319,251.6,66.979
764652,142.33,66.263
764986,31.719,70.193
765319,283.18,72.648
765653,175.5,75.153
765986,62.25,75.99
766320,314.48,79.706
766653,205.27,79.863
766987,92.251,80.7018
767320,344.12,85.2673
767654,230.42,85.0881
767987,118.5,86.4294
768321,3.7732,88.314
768654,255.09,89.9989205
768988,141.33,89.86955
769321,27.876,94.1335
769655,277.79,94.8707
769988,163.42,93.3667
770322,51.475,94.8078
770655,300.15,94.1415
770988,185.51,93.5859
771322,74.511,92.0498
771655,323.89,89.75929
771989,212.62,85.5996
772322,99.994,86.5607
772656,351.81,83.1501
772989,238.04,79.593
773323,126.24,79.755
773656,19.49,76.401
773990,265.62,75.57
774323,155.25,74.509
774657,44.635,74.732
774990,295.14,70.373
775324,184.12,70.254
775657,77.646,69.297
775991,328.5,65.267
776324,217.62,65.217
776657,111.47,62.856
776991,0.80533,58.445
777324,253.24,59.088
777658,143.8,54.326
777991,35.35,50.776
778325,283.25,46.184
778658,181.61,46.787
778992,73.523,41.188
779325,325.08,41.834
779659,223.53,43.6
779992,117.98,38.461
780326,13.165,42.758
780659,269.25,44.646
780993,165.72,46.294
781326,56.755,47.454
781660,311.72,51.542
781993,207.45,50.449
782326,95.58,54.349
782660,350.82,57.085
782993,243.13,56.383
783327,130.8,59.555
783660,25.768,62.493
783994,272.68,63.809
784327,162.22,65.951
784661,49.234,69.316
784994,303.22,69.44
785328,190.7,71.38
785661,81.218,75.564
785995,334.13,76.281
786328,220.81,77.988
786662,112.49,80.2279
786995,3.2902,81.8286
787329,252.28,81.9008
787662,140.59,86.2144
787996,31.654,87.286
788329,276.6,86.6176
788662,165.91,91.334
788996,54.855,90.43897
789329,299.04,90.48418
789663,187.28,93.9151
789996,76.303,91.2913
790330,321.65,93.4212
790663,209.44,94.0085
790997,97.054,95.1023
791330,344.21,91.1555
791664,232.14,92.2201
791997,122.58,89.14871
792331,10.856,85.3202
792664,259.48,86.2285
